id,spec_type,value,unit,context,source_document,extraction_date,confidence_level
326,percentage,6,,"A-QPCR SMEC Addressable Market: $2.1B/Year, CAGR: 6% NPV 1 MP License Value: $773M Medical Devices/Pat",,2025-11-04T13:11:53.730675,medium
327,percentage,15,,"sors: SMEC Addressable Market: $ 9.2B/Year, CAGR: 15% NPV 1 MP License Value: $ 4.1B Diabetes Continuou",,2025-11-04T13:11:53.730675,medium
328,percentage,19,,"ors: SMEC Addressable Market: $ 13.7B/Year, CAGR: 19% NPV 1 MP License Value: $ 9.9B ECG/EEG Electroche",,2025-11-04T13:11:53.730675,medium
329,percentage,13,,"sors: SMEC Addressable Market: $ 1.5B/Year, CAGR: 13% NPV 1MP License Value: $ 530M Page 20 CII NIKET P",,2025-11-04T13:11:53.730675,medium
330,percentage,13.5,,"leep) SMEC Addressable Market: $ 3.9B/Year, CAGR: 13.5% NPV 1MP License Value: $ 1.5B Rehabilitation Care",,2025-11-04T13:11:53.730675,medium
331,percentage,9.5,,"sors: SMEC Addressable Market: $ 1.2B/Year, CAGR: 9.5% NPV 1MP License Value: $ 282 M Robotic Surgical T",,2025-11-04T13:11:53.730675,medium
332,percentage,6,,"quipment SMEC Addressable Market: $8B/Year, CAGR: 6% NPV 1 MP License Value: $ 1.3B Blood Management S",,2025-11-04T13:11:53.730675,medium
333,percentage,11.8,,"toring SMEC Addressable Market: $2.9B/Year, CAGR: 11.8% NPV 1 MP License Value: $890M Carbon Sequestratio",,2025-11-04T13:11:53.730675,medium
334,percentage,8,,"SMEC Addressable Market Value: $3.5B/Year, CAGR: 8% NPV 1 MP License Value: $ 670M Page 21 CII NIKET",,2025-11-04T13:11:53.730675,medium
335,percentage,8.75,,"sors: SMEC Addressable Market: $ 8.5B/Year, CAGR: 8.75% NPV 1MP License Value: Humidity Sensors: SMEC Add",,2025-11-04T13:11:53.730675,medium
336,percentage,11,,"ensors: SMEC Addressable Market: $ 7B/Year, CAGR: 11% NPV 1MP License Value: pH Sensors: SMEC Addressab",,2025-11-04T13:11:53.730675,medium
337,percentage,5,,"sors: SMEC Addressable Market: $ 1.7B/Year, CAGR: 5% NPV 1MP License Value: Gas Sensors: SMEC Addressa",,2025-11-04T13:11:53.730675,medium
338,percentage,5,,"sors: SMEC Addressable Market: $ 1.6B/Year, CAGR: 5% NPV 1MP License Value: Optical Sensors: SMEC Addr",,2025-11-04T13:11:53.730675,medium
339,percentage,6,,"sors: SMEC Addressable Market: $ 4.6B/Year, CAGR: 6% NPV 1MP License Value: Pressure Sensors: SMEC Add",,2025-11-04T13:11:53.730675,medium
340,percentage,4.3,,"sors: SMEC Addressable Market: $ 2.9B/Year, CAGR: 4.3% NPV 1MP License Value: Flow Sensors: SMEC Address",,2025-11-04T13:11:53.730675,medium
341,percentage,4.6,,"sors: SMEC Addressable Market: $ 2.8B/Year, CAGR: 4.6% NPV 1MP License Value: Proximity Sensors: SMEC Ad",,2025-11-04T13:11:53.730675,medium
342,percentage,7.9,,"sors: SMEC Addressable Market: $ 3.2B/Year, CAGR: 7.9% NPV 1MP License Value: Page 22 CII NIKET PROPRIET",,2025-11-04T13:11:53.730675,medium
343,percentage,10,,"sors: SMEC Addressable Market: $ 4.5B/Year, CAGR: 10% NPV 1MP License Value: CISA/DEPARTMENT OF ENERGY/",,2025-11-04T13:11:53.730675,medium
344,percentage,7,,"sors: SMEC Addressable Market: $ 731M/Year, CAGR: 7% NPV 1MP License Value: Pressure Sensors: SMEC Add",,2025-11-04T13:11:53.730675,medium
345,percentage,4,,"sors: SMEC Addressable Market: $ 3.5B/Year, CAGR: 4% Pipeline Inspection Flow Sensors: SMEC Addressabl",,2025-11-04T13:11:53.730675,medium
346,percentage,5.7,,"sors: SMEC Addressable Market: $ 9.1B/Year, CAGR: 5.7% NPV 1 MP License Value: Gas Vapor Sensors: SMEC A",,2025-11-04T13:11:53.730675,medium
347,percentage,8.6,,"sors: SMEC Addressable Market: $ 1.6B/Year, CAGR: 8.6% NPV 1MP License Value: Safety/Wearable Vests/Head",,2025-11-04T13:11:53.730675,medium
348,percentage,10.3,,"sors: SMEC Addressable Market: $ 718M/Year, CAGR: 10.3% NPV 1MP License Value: Page 23 CII NIKET PROPRIET",,2025-11-04T13:11:53.730675,medium
349,percentage,6.7,,"ors: SMEC Addressable Market: $ 1.25B/Year, CAGR: 6.7% NPV 1MP License Value: Wellhead Optimization Flui",,2025-11-04T13:11:53.730675,medium
350,percentage,7.1,,"sors: SMEC Addressable Market: $ 4.6B/Year, CAGR: 7.1% NPV 1 MP License Value: Emissions Management Air",,2025-11-04T13:11:53.730675,medium
351,percentage,5.5,,"nsors SMEC Addressable Market: $ 160M/Year, CAGR: 5.5% NPV 1MP License Value: Air Methane Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
352,percentage,10.4,,"ensors: SMEC Addressable Market: $ 500M/Year, CAGR10.4% NPV 1MP License Value: CISA GSA/GOVERNMENT & COMM",,2025-11-04T13:11:53.730675,medium
353,percentage,7,,"sors: SMEC Addressable Market: $ 300M/Year, CAGR: 7% NPV 1MP License Value: Acceleration Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
354,percentage,6,,"sors: SMEC Addressable Market: $ 1.7B/Year, CAGR: 6% NPV 1MP License Value: Temperature Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
355,percentage,6.9,,"sors: SMEC Addressable Market: $ 3.1B/Year, CAGR: 6.9% NPV 1MP License Value: Page 24 CII NIKET PROPRIET",,2025-11-04T13:11:53.730675,medium
356,percentage,10.2,,"sors: SMEC Addressable Market: $ 1.4B/Year, CAGR: 10.2% NPV 1MP License Value Geotechnical Piezo Sensors:",,2025-11-04T13:11:53.730675,medium
357,percentage,6,,"sors: SMEC Addressable Market: $ 2.5B/Year, CAGR: 6% NPV 1MP License Value: Extensometer Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
358,percentage,6.1,,"sors: SMEC Addressable Market: $ 382M/Year, CAGR: 6.1% NPV 1MP License Value: Concrete Health Strength/S",,2025-11-04T13:11:53.730675,medium
359,percentage,5.5,,"ors: SMEC Addressable Market: $ 3.78B/Year, CAGR: 5.5% NPV 1MP License Value: Site Monitoring GPS Sensor",,2025-11-04T13:11:53.730675,medium
360,percentage,8.8,,"nsors SMEC Addressable Market: $ 3.6B/Year, CAGR: 8.8% NPV 1MP License Value: Asset Tracking Sensors: SM",,2025-11-04T13:11:53.730675,medium
361,percentage,16.2,,"nsors: SMEC Addressable Market: $ 11B/Year, CAGR: 16.2% NPV 1MP License Value: AWS Weather/Noise Sensors:",,2025-11-04T13:11:53.730675,medium
362,percentage,8,,"sors: SMEC Addressable Market: $ 4.3B/Year, CAGR: 8% Page 25 CII NIKET PROPRIETARY CII NIKET PROPRIETA",,2025-11-04T13:11:53.730675,medium
363,percentage,6.5,,"Sensors SMEC Addressable Market: $1.3B/Year, CAGR 6.5% NPV 1MP License Value: Fiber Optic Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
364,percentage,8,,"sors: SMEC Addressable Market: $ 250M/Year, CAGR: 8% NPV 1MP License Value: Neutron Flux Mapping: Gamm",,2025-11-04T13:11:53.730675,medium
365,percentage,8,,"nsors SMEC Addressable Market: $ 4.5B/Year, CAGR: 8% NPV 1MP License Value: Pump/Turbine Predictive Ma",,2025-11-04T13:11:53.730675,medium
366,percentage,9.8,,"ensors SMEC Addressable Market: $530M/Year, CAGR: 9.8% NPV 1MP License Value: Fuel Cycle Leak Detection",,2025-11-04T13:11:53.730675,medium
367,percentage,3.6,,"sors: SMEC Addressable Market: $ 220M/Year, CAGR: 3.6% NPV 1MP License Value: Flow Sensors: SMEC Address",,2025-11-04T13:11:53.730675,medium
368,percentage,8.7,,"sors: SMEC Addressable Market: $ 636M/Year, CAGR: 8.7% NPV 1MP License Value: Spent Fuel Monitoring Temp",,2025-11-04T13:11:53.730675,medium
369,percentage,7,,"sors: SMEC Addressable Market: $ 1.2B/Year, CAGR: 7% NPV 1MP License Value: Page 26 CII NIKET PROPRIET",,2025-11-04T13:11:53.730675,medium
370,percentage,7,,"sors: SMEC Addressable Market: $ 480M/Year, CAGR: 7% NPV 1MP License Value: Radiation Detector Sensors",,2025-11-04T13:11:53.730675,medium
371,percentage,7.5,,"sors: SMEC Addressable Market: $ 1.5B/Year, CAGR: 7.5% CISA/EMERGENSY MANAGEMENT SERVICES Early Warming/",,2025-11-04T13:11:53.730675,medium
372,percentage,7.9,,"sors: SMEC Addressable Market: $ 1.8B/Year, CAGR: 7.9% NPV 1MP License Value: Fire Flow Sensors: SMEC Ad",,2025-11-04T13:11:53.730675,medium
373,percentage,7,,"sors: SMEC Addressable Market: $ 1.1B/Year, CAGR: 7% NPV 1MP License Value: Soil Moisture Sensors: SME",,2025-11-04T13:11:53.730675,medium
374,percentage,7,,"sors: SMEC Addressable Market: $ 300M/Year, CAGR: 7% NPV 1MP License Value: First Responder Wearables",,2025-11-04T13:11:53.730675,medium
375,percentage,9,,"sors: SMEC Addressable Market: $ 1.2B/Year, CAGR: 9% NPV 1MP License Value: GPS/Location Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
376,percentage,9.2,,"sors: SMEC Addressable Market: $ 1.7B/Year, CAGR: 9.2% NPV 1MP License Value: Page 27 CII NIKET PROPRIET",,2025-11-04T13:11:53.730675,medium
377,percentage,8,,"sors: SMEC Addressable Market: $ 5.6B/Year, CAGR: 8% NPV 1MP License Value: Particulate Sensors: SMEC",,2025-11-04T13:11:53.730675,medium
378,percentage,8,,"SMEC Addressable Market: $ 2 Billion/Year, CAGR: 8% NPV 1MP License Value: Drone Multispectral Monito",,2025-11-04T13:11:53.730675,medium
379,percentage,11,,"sors: SMEC Addressable Market: $ 850M/Year, CAGR: 11% NPV 1MP License Value: High Resolution Camera Sen",,2025-11-04T13:11:53.730675,medium
380,percentage,10,,"sors: SMEC Addressable Market: $ 1.9B/Year, CAGR: 10% NPV 1MP License Value: Chemical Sensors: SMEC Add",,2025-11-04T13:11:53.730675,medium
381,percentage,10,,"sors: SMEC Addressable Market: $ 1.8B/Year, CAGR: 10% NPV 1MP License Value: Automated Vehicle Accident",,2025-11-04T13:11:53.730675,medium
382,percentage,12,,"sors: SMEC Addressable Market: $ 1.2B/Year, CAGR: 12% NPV 1MP License Value: GPS telematics Sensors: SM",,2025-11-04T13:11:53.730675,medium
383,percentage,12.8,,"sors: SMEC Addressable Market: $ 2.1B/Year, CAGR: 12.8% NPV 1MP License Value: Page 28 CII NIKET PROPRIET",,2025-11-04T13:11:53.730675,medium
384,percentage,15.3,,"sors: SMEC Addressable Market: $ 6.8B/Year, CAGR: 15.3% NPV 1MP License Value: Fraud Detection Geofencing",,2025-11-04T13:11:53.730675,medium
385,percentage,15.3,,"sors: SMEC Addressable Market: $ 2.7B/Year, CAGR: 15.3% NPV 1MP License Value: Smart Asset/Usage Based In",,2025-11-04T13:11:53.730675,medium
386,percentage,19.5,,"sors: SMEC Addressable Market: $ 3.2B/Year, CAGR: 19.5% E.  CII NIKET NON-RECURRING ENGINEERING (NRE) STA",,2025-11-04T13:11:53.730675,medium
387,percentage,1.5,,"aselines: Global data-center electricity use is 1–1.5% of world electricity (≈240–415 TWh, 2022–2024). C",,2025-11-04T13:11:53.730675,medium
388,percentage,30,,"≈240–415 TWh, 2022–2024). Cooling’s share spans 7–30% depending on efficiency. U.S. demand could reach",,2025-11-04T13:11:53.730675,medium
389,percentage,12,,"ending on efficiency. U.S. demand could reach 6.7–12% by 2028.
Inventor claims (unverified): 10–100× im",,2025-11-04T13:11:53.730675,medium
390,percentage,15,,"al Use Case Layer Defense / Intel ISR ($7.3B TAM, 15% CAGR). Navigation (IMU, GNSS, AHRS). EW ($16.6B T",,2025-11-04T13:11:53.730675,medium
391,percentage,42,,"otive sensors ($31B TAM). LIDAR/Radar ($1.2B TAM, 42% CAGR). Aviation (ISR, GNSS). Maritime monitoring",,2025-11-04T13:11:53.730675,medium
392,percentage,42,,tor TAMs range from $500M to $95B. CAGR ranges: 5–42%. Licensing NPV valuations for each use case provi,,2025-11-04T13:11:53.730675,medium
393,percentage,15,,"llance, Reconnaissance): Market ~$7.3 B/year with 15 % CAGR; NPV for a 1M‑patent license is $3.3 B. Navi",,2025-11-04T13:11:53.730675,medium
394,percentage,7,,HRS applications yield a $18.7 B/year market with 7 % CAGR and $3.4 B NPV. Weapon systems/targeting: Ta,,2025-11-04T13:11:53.730675,medium
395,percentage,6,,"nd missile seekers constitute a $9 B/year market, 6 % CAGR. Electronic warfare: $16.6 B/year, 7 % CAGR.",,2025-11-04T13:11:53.730675,medium
396,percentage,7,,"rket, 6 % CAGR. Electronic warfare: $16.6 B/year, 7 % CAGR. Platform control & monitoring (flight contr",,2025-11-04T13:11:53.730675,medium
397,percentage,5,,"on and structural‑health monitoring): $11 B/year, 5 % CAGR. Sensor‑type breakdown: EO/IR sensors ($13.8",,2025-11-04T13:11:53.730675,medium
398,percentage,5,,"R. Sensor‑type breakdown: EO/IR sensors ($13.8 B, 5 % CAGR); radar sensors including LIDAR ($12 B, 5 %",,2025-11-04T13:11:53.730675,medium
399,percentage,5,,"5 % CAGR); radar sensors including LIDAR ($12 B, 5 % CAGR); inertial sensors ($12 B, 5 % CAGR); pressu",,2025-11-04T13:11:53.730675,medium
400,percentage,5,,"LIDAR ($12 B, 5 % CAGR); inertial sensors ($12 B, 5 % CAGR); pressure sensors ($2.9 B, 8.2 % CAGR); aco",,2025-11-04T13:11:53.730675,medium
401,percentage,8.2,,"sors ($12 B, 5 % CAGR); pressure sensors ($2.9 B, 8.2 % CAGR); acoustic/sonar sensors ($1.8 B, 5 % CAGR);",,2025-11-04T13:11:53.730675,medium
402,percentage,5,,"9 B, 8.2 % CAGR); acoustic/sonar sensors ($1.8 B, 5 % CAGR); chemical/biological sensors ($2.1 B, 5 % C",,2025-11-04T13:11:53.730675,medium
403,percentage,5,,", 5 % CAGR); chemical/biological sensors ($2.1 B, 5 % CAGR). These markets indicate multiple licensing",,2025-11-04T13:11:53.730675,medium
404,percentage,5,,global automotive sensors: $31 B/year market with 5 % CAGR; NPV $4.3 B. North America automotive sensor,,2025-11-04T13:11:53.730675,medium
405,percentage,8.2,,erica automotive sensors: $7.1 B/year market with 8.2 % CAGR; NPV $1.4 B. Sensor‑specific markets: LIDAR/,,2025-11-04T13:11:53.730675,medium
406,percentage,42,,LIDAR/Radar sensors – $1.2 B/year but a striking 42 % CAGR and $13.8 B NPV; humidity sensors – $7.3 B/y,,2025-11-04T13:11:53.730675,medium
407,percentage,15,,"and $13.8 B NPV; humidity sensors – $7.3 B/year, 15 % CAGR, $3.25 B NPV; IR camera sensors – $8.8 B/yea",,2025-11-04T13:11:53.730675,medium
408,percentage,15,,"GR, $3.25 B NPV; IR camera sensors – $8.8 B/year, 15 % CAGR, $3.9 B NPV; GPS/GNSS/IMU navigation sensors",,2025-11-04T13:11:53.730675,medium
409,percentage,8.3,,"PV; GPS/GNSS/IMU navigation sensors – $16 B/year, 8.3 % CAGR, $3.3 B NPV. The high growth rates of LIDAR,",,2025-11-04T13:11:53.730675,medium
410,percentage,11.8,,"emperature, voltage, power): $21.4 B/year market; 11.8 % CAGR; $6.6 B NPV. Fault‑detection sensors: $22 B/",,2025-11-04T13:11:53.730675,medium
411,percentage,8,,"$6.6 B NPV. Fault‑detection sensors: $22 B/year, 8 % CAGR, $4.4 B NPV. Grid asset‑monitoring sensors:",,2025-11-04T13:11:53.730675,medium
412,percentage,19,,"NPV. Grid asset‑monitoring sensors: $3.6 B/year, 19 % CAGR, $2.6 B NPV. Solar‑cell optimisation: The la",,2025-11-04T13:11:53.730675,medium
413,percentage,17,,sation: The largest single market—$95 B/year with 17 % CAGR and $54 B NPV—reflecting global demand for i,,2025-11-04T13:11:53.730675,medium
414,percentage,37,,Proposed SMEC‑optimized battery arrays promise 21–37 % improvement in energy‑storage density and up to 4,,2025-11-04T13:11:53.730675,medium
415,percentage,46,,% improvement in energy‑storage density and up to 46 % improvement in retrieval time; the market is $25,,2025-11-04T13:11:53.730675,medium
416,percentage,9,,in retrieval time; the market is $25 B/year with 9 % CAGR and $5.6 B NPV. Small modular nuclear reacto,,2025-11-04T13:11:53.730675,medium
417,percentage,8,,"dular nuclear reactors (SMRs): $10 B/year market, 8 % CAGR, $2 B NPV. Utility‑scale solar and wind turb",,2025-11-04T13:11:53.730675,medium
418,percentage,14.3,,"e solar and wind turbine monitoring: $8.7 B/year, 14.3 % CAGR, $3.6 B NPV. Facilities energy management: L",,2025-11-04T13:11:53.730675,medium
419,percentage,11.6,,"nagement: Lighting‑controls sensors ($3.7 B/year, 11.6 % CAGR) and HVAC‑control sensors ($4.2 B/year, 6 %",,2025-11-04T13:11:53.730675,medium
420,percentage,6,,".6 % CAGR) and HVAC‑control sensors ($4.2 B/year, 6 % CAGR). 4.4 Critical Manufacturing & Mining Strate",,2025-11-04T13:11:53.730675,medium
421,percentage,8.7,,vey lines. Addressable market is $1.5 B/year with 8.7 % CAGR and $742 M NPV. Factory automation/SCADA opt,,2025-11-04T13:11:53.730675,medium
422,percentage,6,,tion/SCADA optimisation: $25.5 B/year market with 6 % CAGR; $4.1 B NPV. Quality‑control sensors: $10.5,,2025-11-04T13:11:53.730675,medium
423,percentage,6,,"4.1 B NPV. Quality‑control sensors: $10.5 B/year, 6 % CAGR, $1.7 B NPV. 4.5 Water & Wastewater Hydrolog",,2025-11-04T13:11:53.730675,medium
424,percentage,6,,"r Hydrology/water deposit detection: $1.2 B/year, 6 % CAGR. Desalination materials: The paper describes",,2025-11-04T13:11:53.730675,medium
425,percentage,15,,"describes a layered oxygenated graphene membrane (15 % graphene, 80 % oxidised domains) that achieves 70",,2025-11-04T13:11:53.730675,medium
426,percentage,80,,"ered oxygenated graphene membrane (15 % graphene, 80 % oxidised domains) that achieves 70–100 L/cm²/day/",,2025-11-04T13:11:53.730675,medium
427,percentage,99.9,,"low rate than polyamide membranes—while rejecting 99.9 % of salt via six mechanisms (size exclusion, dehyd",,2025-11-04T13:11:53.730675,medium
428,percentage,6,,"s). The desalination market is $20.6 B/year with ~6 % CAGR, NPV $3.3 B. Real‑time water‑quality sensors",,2025-11-04T13:11:53.730675,medium
429,percentage,6.3,,"e water‑quality sensors: pH sensors ($1.5 B/year, 6.3 % CAGR), chlorine sensors ($1.1 B/year, 8 % CAGR),",,2025-11-04T13:11:53.730675,medium
430,percentage,8,,"year, 6.3 % CAGR), chlorine sensors ($1.1 B/year, 8 % CAGR), turbidity sensors ($1.4 B/year, 7.2 % CAGR",,2025-11-04T13:11:53.730675,medium
431,percentage,7.2,,"/year, 8 % CAGR), turbidity sensors ($1.4 B/year, 7.2 % CAGR) and dissolved‑oxygen sensors ($1.4 B/year,",,2025-11-04T13:11:53.730675,medium
432,percentage,7,,"CAGR) and dissolved‑oxygen sensors ($1.4 B/year, 7 % CAGR). Predictive maintenance sensors: Vibration",,2025-11-04T13:11:53.730675,medium
433,percentage,6,,"ntenance sensors: Vibration sensors ($560 M/year, 6 % CAGR) and acoustic sensors ($1.5 B/year, 6.4 % CA",,2025-11-04T13:11:53.730675,medium
434,percentage,6.4,,"ear, 6 % CAGR) and acoustic sensors ($1.5 B/year, 6.4 % CAGR); pressure sensors ($2.5 B/year, 6.3 % CAGR)",,2025-11-04T13:11:53.730675,medium
435,percentage,6.3,,"year, 6.4 % CAGR); pressure sensors ($2.5 B/year, 6.3 % CAGR). 4.6 Health‑care & Biosecurity Pico‑sensor",,2025-11-04T13:11:53.730675,medium
436,percentage,6,,or ELISA‑qPCR biosensors: $2.1 B/year market with 6 % CAGR; $773 M NPV. Real‑time vital‑sign sensors (h,,2025-11-04T13:11:53.730675,medium
437,percentage,15,,"re, oxygen saturation, temperature): $9.2 B/year, 15 % CAGR; $4.1 B NPV. The paper suggests additional o",,2025-11-04T13:11:53.730675,medium
438,percentage,42,,year) and automotive LIDAR/radar ($1.2 B/year but 42 % CAGR)—combine high TAM with very high growth. Hig,,2025-11-04T13:11:53.730675,medium
439,percentage,42,,"est‑growing segments include LIDAR/radar sensors (42 % CAGR), IR camera sensors (15 %), humidity sensors",,2025-11-04T13:11:53.730675,medium
440,percentage,15,,"DAR/radar sensors (42 % CAGR), IR camera sensors (15 %), humidity sensors (15 %), solar‑cell optimisatio",,2025-11-04T13:11:53.730675,medium
441,percentage,15,,"AGR), IR camera sensors (15 %), humidity sensors (15 %), solar‑cell optimisation (17 %), and real‑time v",,2025-11-04T13:11:53.730675,medium
442,percentage,17,,"humidity sensors (15 %), solar‑cell optimisation (17 %), and real‑time vital‑sign sensors (15 %). These",,2025-11-04T13:11:53.730675,medium
443,percentage,15,,"isation (17 %), and real‑time vital‑sign sensors (15 %). These are likely to attract early adopters and",,2025-11-04T13:11:53.730675,medium
444,percentage,15,,"al Use Case Layer Defense / Intel ISR ($7.3B TAM, 15% CAGR). Navigation (IMU, GNSS, AHRS). EW ($16.6B T",,2025-11-04T13:11:53.730675,medium
445,percentage,42,,"otive sensors ($31B TAM). LIDAR/Radar ($1.2B TAM, 42% CAGR). Aviation (ISR, GNSS). Maritime monitoring",,2025-11-04T13:11:53.730675,medium
446,percentage,42,,tor TAMs range from $500M to $95B. CAGR ranges: 5–42%. Licensing NPV valuations for each use case provi,,2025-11-04T13:11:53.730675,medium
447,percentage,15,,"llance, Reconnaissance): Market ~$7.3 B/year with 15 % CAGR; NPV for a 1M‑patent license is $3.3 B. Navi",,2025-11-04T13:11:53.730675,medium
448,percentage,7,,HRS applications yield a $18.7 B/year market with 7 % CAGR and $3.4 B NPV. Weapon systems/targeting: Ta,,2025-11-04T13:11:53.730675,medium
449,percentage,6,,"nd missile seekers constitute a $9 B/year market, 6 % CAGR. Electronic warfare: $16.6 B/year, 7 % CAGR.",,2025-11-04T13:11:53.730675,medium
450,percentage,7,,"rket, 6 % CAGR. Electronic warfare: $16.6 B/year, 7 % CAGR. Platform control & monitoring (flight contr",,2025-11-04T13:11:53.730675,medium
451,percentage,5,,"on and structural‑health monitoring): $11 B/year, 5 % CAGR. Sensor‑type breakdown: EO/IR sensors ($13.8",,2025-11-04T13:11:53.730675,medium
452,percentage,5,,"R. Sensor‑type breakdown: EO/IR sensors ($13.8 B, 5 % CAGR); radar sensors including LIDAR ($12 B, 5 %",,2025-11-04T13:11:53.730675,medium
453,percentage,5,,"5 % CAGR); radar sensors including LIDAR ($12 B, 5 % CAGR); inertial sensors ($12 B, 5 % CAGR); pressu",,2025-11-04T13:11:53.730675,medium
454,percentage,5,,"LIDAR ($12 B, 5 % CAGR); inertial sensors ($12 B, 5 % CAGR); pressure sensors ($2.9 B, 8.2 % CAGR); aco",,2025-11-04T13:11:53.730675,medium
455,percentage,8.2,,"sors ($12 B, 5 % CAGR); pressure sensors ($2.9 B, 8.2 % CAGR); acoustic/sonar sensors ($1.8 B, 5 % CAGR);",,2025-11-04T13:11:53.730675,medium
456,percentage,5,,"9 B, 8.2 % CAGR); acoustic/sonar sensors ($1.8 B, 5 % CAGR); chemical/biological sensors ($2.1 B, 5 % C",,2025-11-04T13:11:53.730675,medium
457,percentage,5,,", 5 % CAGR); chemical/biological sensors ($2.1 B, 5 % CAGR). These markets indicate multiple licensing",,2025-11-04T13:11:53.730675,medium
458,percentage,5,,global automotive sensors: $31 B/year market with 5 % CAGR; NPV $4.3 B. North America automotive sensor,,2025-11-04T13:11:53.730675,medium
459,percentage,8.2,,erica automotive sensors: $7.1 B/year market with 8.2 % CAGR; NPV $1.4 B. Sensor‑specific markets: LIDAR/,,2025-11-04T13:11:53.730675,medium
460,percentage,42,,LIDAR/Radar sensors – $1.2 B/year but a striking 42 % CAGR and $13.8 B NPV; humidity sensors – $7.3 B/y,,2025-11-04T13:11:53.730675,medium
461,percentage,15,,"and $13.8 B NPV; humidity sensors – $7.3 B/year, 15 % CAGR, $3.25 B NPV; IR camera sensors – $8.8 B/yea",,2025-11-04T13:11:53.730675,medium
462,percentage,15,,"GR, $3.25 B NPV; IR camera sensors – $8.8 B/year, 15 % CAGR, $3.9 B NPV; GPS/GNSS/IMU navigation sensors",,2025-11-04T13:11:53.730675,medium
463,percentage,8.3,,"PV; GPS/GNSS/IMU navigation sensors – $16 B/year, 8.3 % CAGR, $3.3 B NPV. The high growth rates of LIDAR,",,2025-11-04T13:11:53.730675,medium
464,percentage,11.8,,"emperature, voltage, power): $21.4 B/year market; 11.8 % CAGR; $6.6 B NPV. Fault‑detection sensors: $22 B/",,2025-11-04T13:11:53.730675,medium
465,percentage,8,,"$6.6 B NPV. Fault‑detection sensors: $22 B/year, 8 % CAGR, $4.4 B NPV. Grid asset‑monitoring sensors:",,2025-11-04T13:11:53.730675,medium
466,percentage,19,,"NPV. Grid asset‑monitoring sensors: $3.6 B/year, 19 % CAGR, $2.6 B NPV. Solar‑cell optimisation: The la",,2025-11-04T13:11:53.730675,medium
467,percentage,17,,sation: The largest single market—$95 B/year with 17 % CAGR and $54 B NPV—reflecting global demand for i,,2025-11-04T13:11:53.730675,medium
468,percentage,37,,Proposed SMEC‑optimized battery arrays promise 21–37 % improvement in energy‑storage density and up to 4,,2025-11-04T13:11:53.730675,medium
469,percentage,46,,% improvement in energy‑storage density and up to 46 % improvement in retrieval time; the market is $25,,2025-11-04T13:11:53.730675,medium
470,percentage,9,,in retrieval time; the market is $25 B/year with 9 % CAGR and $5.6 B NPV. Small modular nuclear reacto,,2025-11-04T13:11:53.730675,medium
471,percentage,8,,"dular nuclear reactors (SMRs): $10 B/year market, 8 % CAGR, $2 B NPV. Utility‑scale solar and wind turb",,2025-11-04T13:11:53.730675,medium
472,percentage,14.3,,"e solar and wind turbine monitoring: $8.7 B/year, 14.3 % CAGR, $3.6 B NPV. Facilities energy management: L",,2025-11-04T13:11:53.730675,medium
473,percentage,11.6,,"nagement: Lighting‑controls sensors ($3.7 B/year, 11.6 % CAGR) and HVAC‑control sensors ($4.2 B/year, 6 %",,2025-11-04T13:11:53.730675,medium
474,percentage,6,,".6 % CAGR) and HVAC‑control sensors ($4.2 B/year, 6 % CAGR). 4.4 Critical Manufacturing & Mining Strate",,2025-11-04T13:11:53.730675,medium
475,percentage,8.7,,vey lines. Addressable market is $1.5 B/year with 8.7 % CAGR and $742 M NPV. Factory automation/SCADA opt,,2025-11-04T13:11:53.730675,medium
476,percentage,6,,tion/SCADA optimisation: $25.5 B/year market with 6 % CAGR; $4.1 B NPV. Quality‑control sensors: $10.5,,2025-11-04T13:11:53.730675,medium
477,percentage,6,,"4.1 B NPV. Quality‑control sensors: $10.5 B/year, 6 % CAGR, $1.7 B NPV. 4.5 Water & Wastewater Hydrolog",,2025-11-04T13:11:53.730675,medium
478,percentage,6,,"r Hydrology/water deposit detection: $1.2 B/year, 6 % CAGR. Desalination materials: The paper describes",,2025-11-04T13:11:53.730675,medium
479,percentage,15,,"describes a layered oxygenated graphene membrane (15 % graphene, 80 % oxidised domains) that achieves 70",,2025-11-04T13:11:53.730675,medium
480,percentage,80,,"ered oxygenated graphene membrane (15 % graphene, 80 % oxidised domains) that achieves 70–100 L/cm²/day/",,2025-11-04T13:11:53.730675,medium
481,percentage,99.9,,"low rate than polyamide membranes—while rejecting 99.9 % of salt via six mechanisms (size exclusion, dehyd",,2025-11-04T13:11:53.730675,medium
482,percentage,6,,"s). The desalination market is $20.6 B/year with ~6 % CAGR, NPV $3.3 B. Real‑time water‑quality sensors",,2025-11-04T13:11:53.730675,medium
483,percentage,6.3,,"e water‑quality sensors: pH sensors ($1.5 B/year, 6.3 % CAGR), chlorine sensors ($1.1 B/year, 8 % CAGR),",,2025-11-04T13:11:53.730675,medium
